Sample,Sequence,RPKM
SI072_120m,SaanichInlet_120m_11_61,2.01382
SI072_120m,SaanichInlet_120m_11_62,0.646165
SI072_120m,SaanichInlet_120m_11_63,0.302598
SI072_120m,SaanichInlet_120m_11_64,0.169736
SI072_120m,SaanichInlet_120m_11_65,0.171213
SI072_120m,SaanichInlet_120m_11_66,0.553307
SI072_120m,SaanichInlet_120m_11_67,0.270054
SI072_120m,SaanichInlet_120m_11_68,0.324077
SI072_120m,SaanichInlet_120m_11_69,0.234239
SI072_120m,SaanichInlet_120m_11_7,0.0365773
SI072_120m,SaanichInlet_120m_11_70,0.488591
SI072_120m,SaanichInlet_120m_11_71,0.0325889
SI072_120m,SaanichInlet_120m_11_72,0.59515
SI072_120m,SaanichInlet_120m_11_73,0.226892
SI072_120m,SaanichInlet_120m_11_74,0.349823
SI072_120m,SaanichInlet_120m_11_75,0.0985493
SI072_120m,SaanichInlet_120m_11_76,0.111219
SI072_120m,SaanichInlet_120m_11_77,0.41516
SI072_120m,SaanichInlet_120m_11_78,0.477133
SI072_120m,SaanichInlet_120m_11_79,0.44908
SI072_120m,SaanichInlet_120m_11_8,0.632789
SI072_120m,SaanichInlet_120m_11_80,0.146359
SI072_120m,SaanichInlet_120m_11_81,0.264317
SI072_120m,SaanichInlet_120m_11_82,0.293026
SI072_120m,SaanichInlet_120m_11_83,0.154568
SI072_120m,SaanichInlet_120m_11_84,0.308296
SI072_120m,SaanichInlet_120m_11_85,0.191452
SI072_120m,SaanichInlet_120m_11_86,0.190246
SI072_120m,SaanichInlet_120m_11_87,0.0572557
SI072_120m,SaanichInlet_120m_11_88,0.454433
SI072_120m,SaanichInlet_120m_11_89,0.194853
SI072_120m,SaanichInlet_120m_11_9,0.214824
SI072_120m,SaanichInlet_120m_11_90,0.419925
SI072_120m,SaanichInlet_120m_11_91,0.247316
SI072_120m,SaanichInlet_120m_11_92,0.435889
SI072_120m,SaanichInlet_120m_11_93,0.115347
SI072_120m,SaanichInlet_120m_11_94,0.123825
SI072_120m,SaanichInlet_120m_11_95,0.211419
SI072_120m,SaanichInlet_120m_11_96,0.460691
SI072_120m,SaanichInlet_120m_11_97,0.157893
SI072_120m,SaanichInlet_120m_11_98,0.93593
SI072_120m,SaanichInlet_120m_11_99,0.885679
SI072_120m,SaanichInlet_120m_122_1,0.426885
SI072_120m,SaanichInlet_120m_122_10,0.29845
SI072_120m,SaanichInlet_120m_122_11,0.233939
SI072_120m,SaanichInlet_120m_122_12,0.459948
SI072_120m,SaanichInlet_120m_122_13,0.392281
SI072_120m,SaanichInlet_120m_122_14,0.456737
SI072_120m,SaanichInlet_120m_122_15,0.316094
SI072_120m,SaanichInlet_120m_122_16,0.199581
SI072_120m,SaanichInlet_120m_122_17,0.503832
SI072_120m,SaanichInlet_120m_122_18,0.563379
SI072_120m,SaanichInlet_120m_122_19,0.162468
SI072_120m,SaanichInlet_120m_122_2,0.171641
SI072_120m,SaanichInlet_120m_122_20,0.345033
SI072_120m,SaanichInlet_120m_122_21,0.949093
SI072_120m,SaanichInlet_120m_122_22,0.708774
SI072_120m,SaanichInlet_120m_122_23,0.358203
SI072_120m,SaanichInlet_120m_122_24,0.430838
SI072_120m,SaanichInlet_120m_122_25,0.294889
SI072_120m,SaanichInlet_120m_122_26,0.505094
SI072_120m,SaanichInlet_120m_122_27,0.245739
SI072_120m,SaanichInlet_120m_122_28,0.58467
SI072_120m,SaanichInlet_120m_122_29,0.373038
SI072_120m,SaanichInlet_120m_122_3,1.50027
SI072_120m,SaanichInlet_120m_122_30,0.341309
SI072_120m,SaanichInlet_120m_122_31,0.26006
SI072_120m,SaanichInlet_120m_122_32,0.31174
SI072_120m,SaanichInlet_120m_122_33,2.05031
SI072_120m,SaanichInlet_120m_122_34,0.275677
SI072_120m,SaanichInlet_120m_122_35,0.198707
SI072_120m,SaanichInlet_120m_122_36,0.0303545
SI072_120m,SaanichInlet_120m_122_37,0.159445
SI072_120m,SaanichInlet_120m_122_38,0.197429
SI072_120m,SaanichInlet_120m_122_39,0.439248
SI072_120m,SaanichInlet_120m_122_4,0.326765
SI072_120m,SaanichInlet_120m_122_40,0.14613
SI072_120m,SaanichInlet_120m_122_41,0.3436
SI072_120m,SaanichInlet_120m_122_42,0.217755
SI072_120m,SaanichInlet_120m_122_43,0.243564
SI072_120m,SaanichInlet_120m_122_44,0.0315669
SI072_120m,SaanichInlet_120m_122_45,0.737604
SI072_120m,SaanichInlet_120m_122_46,0.150559
SI072_120m,SaanichInlet_120m_122_47,0.193024
SI072_120m,SaanichInlet_120m_122_48,0.362973
SI072_120m,SaanichInlet_120m_122_49,0.0917158
SI072_120m,SaanichInlet_120m_122_5,0.307929
SI072_120m,SaanichInlet_120m_122_50,0.014977
SI072_120m,SaanichInlet_120m_122_51,0.198352
SI072_120m,SaanichInlet_120m_122_52,0.49996
SI072_120m,SaanichInlet_120m_122_53,0.0667894
SI072_120m,SaanichInlet_120m_122_54,0.20059
SI072_120m,SaanichInlet_120m_122_55,0.119041
SI072_120m,SaanichInlet_120m_122_56,0.0922777
SI072_120m,SaanichInlet_120m_122_57,0.145329
SI072_120m,SaanichInlet_120m_122_58,1.89923
SI072_120m,SaanichInlet_120m_122_59,0.361409
SI072_120m,SaanichInlet_120m_122_6,1.29152
SI072_120m,SaanichInlet_120m_122_60,0.086161
SI072_120m,SaanichInlet_120m_122_61,0.158348
SI072_120m,SaanichInlet_120m_122_62,0.423621
SI072_120m,SaanichInlet_120m_122_63,0.138972
SI072_120m,SaanichInlet_120m_122_64,0.916253
SI072_120m,SaanichInlet_120m_122_65,0.261759
SI072_120m,SaanichInlet_120m_122_66,0.52707
SI072_120m,SaanichInlet_120m_122_67,0.208381
SI072_120m,SaanichInlet_120m_122_68,0.427406
SI072_120m,SaanichInlet_120m_122_69,0.234497
SI072_120m,SaanichInlet_120m_122_7,0.599672
SI072_120m,SaanichInlet_120m_122_70,0.114212
SI072_120m,SaanichInlet_120m_122_71,0.155525
SI072_120m,SaanichInlet_120m_122_8,0.189135
SI072_120m,SaanichInlet_120m_122_9,0.292976
SI072_120m,SaanichInlet_120m_123_1,0.801252
SI072_120m,SaanichInlet_120m_123_10,0.444049
SI072_120m,SaanichInlet_120m_123_100,0.189261
SI072_120m,SaanichInlet_120m_123_101,0.46234
SI072_120m,SaanichInlet_120m_123_102,1.30512
SI072_120m,SaanichInlet_120m_123_103,0.582477
SI072_120m,SaanichInlet_120m_123_104,1.42367
SI072_120m,SaanichInlet_120m_123_105,0.318242
SI072_120m,SaanichInlet_120m_123_106,0.792607
SI072_120m,SaanichInlet_120m_123_107,0.547471
SI072_120m,SaanichInlet_120m_123_108,0.782708
SI072_120m,SaanichInlet_120m_123_109,1.16744
SI072_120m,SaanichInlet_120m_123_11,9.68937
SI072_120m,SaanichInlet_120m_123_110,0.86187
SI072_120m,SaanichInlet_120m_123_111,0.312073
SI072_120m,SaanichInlet_120m_123_112,4.35746
SI072_120m,SaanichInlet_120m_123_113,0.553369
SI072_120m,SaanichInlet_120m_123_114,1.12493
SI072_120m,SaanichInlet_120m_123_115,0.620712
SI072_120m,SaanichInlet_120m_123_116,0.0834432
SI072_120m,SaanichInlet_120m_123_117,0.518256
SI072_120m,SaanichInlet_120m_123_118,0.704171
SI072_120m,SaanichInlet_120m_123_119,0.494528
SI072_120m,SaanichInlet_120m_123_12,0.642422
SI072_120m,SaanichInlet_120m_123_120,0.396149
SI072_120m,SaanichInlet_120m_123_121,0.343789
SI072_120m,SaanichInlet_120m_123_122,0.671
SI072_120m,SaanichInlet_120m_123_123,0.693398
SI072_120m,SaanichInlet_120m_123_124,0.272222
SI072_120m,SaanichInlet_120m_123_125,0.31726
SI072_120m,SaanichInlet_120m_123_126,1.13257
SI072_120m,SaanichInlet_120m_123_127,0.352261
SI072_120m,SaanichInlet_120m_123_128,0.591849
SI072_120m,SaanichInlet_120m_123_129,0.489943
SI072_120m,SaanichInlet_120m_123_13,5.46943
SI072_120m,SaanichInlet_120m_123_130,0.829126
SI072_120m,SaanichInlet_120m_123_131,1.03535
SI072_120m,SaanichInlet_120m_123_132,1.80726
SI072_120m,SaanichInlet_120m_123_133,3.80195
SI072_120m,SaanichInlet_120m_123_134,0.540598
SI072_120m,SaanichInlet_120m_123_14,0.760621
SI072_120m,SaanichInlet_120m_123_15,0.548742
SI072_120m,SaanichInlet_120m_123_16,34.1197
SI072_120m,SaanichInlet_120m_123_17,0.372656
SI072_120m,SaanichInlet_120m_123_18,0.517838
SI072_120m,SaanichInlet_120m_123_19,1.35985
SI072_120m,SaanichInlet_120m_123_2,1.20296
SI072_120m,SaanichInlet_120m_123_20,0.789146
SI072_120m,SaanichInlet_120m_123_21,0.569418
SI072_120m,SaanichInlet_120m_123_22,0.512435
SI072_120m,SaanichInlet_120m_123_23,0.917708
SI072_120m,SaanichInlet_120m_123_24,0.46066
SI072_120m,SaanichInlet_120m_123_25,0.759351
SI072_120m,SaanichInlet_120m_123_26,0.833917
SI072_120m,SaanichInlet_120m_123_27,1.54292
SI072_120m,SaanichInlet_120m_123_28,0.879704
SI072_120m,SaanichInlet_120m_123_29,2.12138
SI072_120m,SaanichInlet_120m_123_3,0.536138
SI072_120m,SaanichInlet_120m_123_30,0.53728
SI072_120m,SaanichInlet_120m_123_31,1.7731
SI072_120m,SaanichInlet_120m_123_32,0.521376
SI072_120m,SaanichInlet_120m_123_33,0.285623
SI072_120m,SaanichInlet_120m_123_34,0.917858
SI072_120m,SaanichInlet_120m_123_35,0.757091
SI072_120m,SaanichInlet_120m_123_36,0.743897
SI072_120m,SaanichInlet_120m_123_37,0.614918
SI072_120m,SaanichInlet_120m_123_38,0.535528
SI072_120m,SaanichInlet_120m_123_39,0.728504
SI072_120m,SaanichInlet_120m_123_4,0.994192
SI072_120m,SaanichInlet_120m_123_40,1.47287
SI072_120m,SaanichInlet_120m_123_41,0.516518
SI072_120m,SaanichInlet_120m_123_42,1.35962
SI072_120m,SaanichInlet_120m_123_43,0.803812
SI072_120m,SaanichInlet_120m_123_44,0.515413
SI072_120m,SaanichInlet_120m_123_45,1.50638
SI072_120m,SaanichInlet_120m_123_46,0.487504
SI072_120m,SaanichInlet_120m_123_47,0.284469
SI072_120m,SaanichInlet_120m_123_48,0.878615
SI072_120m,SaanichInlet_120m_123_49,0.397667
SI072_120m,SaanichInlet_120m_123_5,0.57594
SI072_120m,SaanichInlet_120m_123_50,1.22396
SI072_120m,SaanichInlet_120m_123_51,0.600241
SI072_120m,SaanichInlet_120m_123_52,1.62752
SI072_120m,SaanichInlet_120m_123_53,0.70673
SI072_120m,SaanichInlet_120m_123_54,0.508985
SI072_120m,SaanichInlet_120m_123_55,1.06186
SI072_120m,SaanichInlet_120m_123_56,0.842768
SI072_120m,SaanichInlet_120m_123_57,0.148101
SI072_120m,SaanichInlet_120m_123_58,1.22829
SI072_120m,SaanichInlet_120m_123_59,17.0593
SI072_120m,SaanichInlet_120m_123_6,0.711844
SI072_120m,SaanichInlet_120m_123_60,0.751281
SI072_120m,SaanichInlet_120m_123_61,0.428423
SI072_120m,SaanichInlet_120m_123_62,3.28961
SI072_120m,SaanichInlet_120m_123_63,2.49915
SI072_120m,SaanichInlet_120m_123_64,0.672454
SI072_120m,SaanichInlet_120m_123_65,0.265661
SI072_120m,SaanichInlet_120m_123_66,0.792476
SI072_120m,SaanichInlet_120m_123_67,2.90734
SI072_120m,SaanichInlet_120m_123_68,0.404218
SI072_120m,SaanichInlet_120m_123_69,2.11306
SI072_120m,SaanichInlet_120m_123_7,0.814364
SI072_120m,SaanichInlet_120m_123_70,1.17906
SI072_120m,SaanichInlet_120m_123_71,0.306092
SI072_120m,SaanichInlet_120m_123_72,0.743602
SI072_120m,SaanichInlet_120m_123_73,0.513013
SI072_120m,SaanichInlet_120m_123_74,0.658838
SI072_120m,SaanichInlet_120m_123_75,0.248178
SI072_120m,SaanichInlet_120m_123_76,0.482693
SI072_120m,SaanichInlet_120m_123_77,1.14787
SI072_120m,SaanichInlet_120m_123_78,0.930821
SI072_120m,SaanichInlet_120m_123_79,0.876473
SI072_120m,SaanichInlet_120m_123_8,2.42974
SI072_120m,SaanichInlet_120m_123_80,0.298219
SI072_120m,SaanichInlet_120m_123_81,1.15265
SI072_120m,SaanichInlet_120m_123_82,0.710528
SI072_120m,SaanichInlet_120m_123_83,1.24325
SI072_120m,SaanichInlet_120m_123_84,1.36804
SI072_120m,SaanichInlet_120m_123_85,0.357082
SI072_120m,SaanichInlet_120m_123_86,1.39631
SI072_120m,SaanichInlet_120m_123_87,0.301479
SI072_120m,SaanichInlet_120m_123_88,1.14487
SI072_120m,SaanichInlet_120m_123_89,0.352298
SI072_120m,SaanichInlet_120m_123_9,0.581878
SI072_120m,SaanichInlet_120m_123_90,0.630363
SI072_120m,SaanichInlet_120m_123_91,0.549575
SI072_120m,SaanichInlet_120m_123_92,3.16616
SI072_120m,SaanichInlet_120m_123_93,0.154096
SI072_120m,SaanichInlet_120m_123_94,1.00782
SI072_120m,SaanichInlet_120m_123_95,0.170623
SI072_120m,SaanichInlet_120m_123_96,0.723571
SI072_120m,SaanichInlet_120m_123_97,2.51695
SI072_120m,SaanichInlet_120m_123_98,0.343074
SI072_120m,SaanichInlet_120m_123_99,0.281458
SI072_120m,SaanichInlet_120m_124_1,9.49769
SI072_120m,SaanichInlet_120m_124_10,6.24923
SI072_120m,SaanichInlet_120m_124_100,1.27114
SI072_120m,SaanichInlet_120m_124_101,3.45823
SI072_120m,SaanichInlet_120m_124_102,0.807597
SI072_120m,SaanichInlet_120m_124_103,3.11062
SI072_120m,SaanichInlet_120m_124_104,6.37357
SI072_120m,SaanichInlet_120m_124_105,1.06608
SI072_120m,SaanichInlet_120m_124_106,2.18998
SI072_120m,SaanichInlet_120m_124_107,4.78971
SI072_120m,SaanichInlet_120m_124_108,1.1728
SI072_120m,SaanichInlet_120m_124_109,1.74647
SI072_120m,SaanichInlet_120m_124_11,2.46857
SI072_120m,SaanichInlet_120m_124_110,4.94356
SI072_120m,SaanichInlet_120m_124_111,11.4366
SI072_120m,SaanichInlet_120m_124_112,4.28968
SI072_120m,SaanichInlet_120m_124_113,1.74258
SI072_120m,SaanichInlet_120m_124_114,0.836685
SI072_120m,SaanichInlet_120m_124_115,4.93766
SI072_120m,SaanichInlet_120m_124_116,2.5133
SI072_120m,SaanichInlet_120m_124_117,5.03951
SI072_120m,SaanichInlet_120m_124_118,1.05834
SI072_120m,SaanichInlet_120m_124_119,4.77257
SI072_120m,SaanichInlet_120m_124_12,2.80969
SI072_120m,SaanichInlet_120m_124_120,3.16561
SI072_120m,SaanichInlet_120m_124_121,1.92136
SI072_120m,SaanichInlet_120m_124_122,2.7398
SI072_120m,SaanichInlet_120m_124_123,1.7256
SI072_120m,SaanichInlet_120m_124_124,0.531373
SI072_120m,SaanichInlet_120m_124_125,12.801
SI072_120m,SaanichInlet_120m_124_126,1.55499
SI072_120m,SaanichInlet_120m_124_127,9.15415
SI072_120m,SaanichInlet_120m_124_128,3.75188
SI072_120m,SaanichInlet_120m_124_129,1.78936
SI072_120m,SaanichInlet_120m_124_13,0.755581
SI072_120m,SaanichInlet_120m_124_130,50.9465
SI072_120m,SaanichInlet_120m_124_131,1.3373
SI072_120m,SaanichInlet_120m_124_132,1.15188
SI072_120m,SaanichInlet_120m_124_133,0.862316
SI072_120m,SaanichInlet_120m_124_134,1.57654
SI072_120m,SaanichInlet_120m_124_135,4.22421
SI072_120m,SaanichInlet_120m_124_136,4.6386
SI072_120m,SaanichInlet_120m_124_137,0.598094
SI072_120m,SaanichInlet_120m_124_138,1.82137
SI072_120m,SaanichInlet_120m_124_139,3.02093
SI072_120m,SaanichInlet_120m_124_14,1.37612
SI072_120m,SaanichInlet_120m_124_140,1.64472
SI072_120m,SaanichInlet_120m_124_141,2.55323
SI072_120m,SaanichInlet_120m_124_142,8.2146
SI072_120m,SaanichInlet_120m_124_143,1.32216
SI072_120m,SaanichInlet_120m_124_144,0.592975
SI072_120m,SaanichInlet_120m_124_145,4.15396
SI072_120m,SaanichInlet_120m_124_146,1.57257
SI072_120m,SaanichInlet_120m_124_147,15.4247
SI072_120m,SaanichInlet_120m_124_148,0.784175
SI072_120m,SaanichInlet_120m_124_149,0.877944
SI072_120m,SaanichInlet_120m_124_15,5.58229
SI072_120m,SaanichInlet_120m_124_150,4.66312
SI072_120m,SaanichInlet_120m_124_151,4.23249
SI072_120m,SaanichInlet_120m_124_152,1.12674
SI072_120m,SaanichInlet_120m_124_153,0.587772
SI072_120m,SaanichInlet_120m_124_16,3.47922
SI072_120m,SaanichInlet_120m_124_17,4.83673
SI072_120m,SaanichInlet_120m_124_18,1.85693
SI072_120m,SaanichInlet_120m_124_19,1.1479
SI072_120m,SaanichInlet_120m_124_2,3.00325
SI072_120m,SaanichInlet_120m_124_20,3.48633
SI072_120m,SaanichInlet_120m_124_21,4.87354
SI072_120m,SaanichInlet_120m_124_22,0.790033
SI072_120m,SaanichInlet_120m_124_23,1.77548
SI072_120m,SaanichInlet_120m_124_24,4.25501
SI072_120m,SaanichInlet_120m_124_25,2.2857
SI072_120m,SaanichInlet_120m_124_26,1.10827
SI072_120m,SaanichInlet_120m_124_27,1.1742
SI072_120m,SaanichInlet_120m_124_28,10.002
SI072_120m,SaanichInlet_120m_124_29,4.85986
SI072_120m,SaanichInlet_120m_124_3,6.90771
SI072_120m,SaanichInlet_120m_124_30,3.40404
SI072_120m,SaanichInlet_120m_124_31,3.61614
SI072_120m,SaanichInlet_120m_124_32,27.5051
SI072_120m,SaanichInlet_120m_124_33,49.6399
SI072_120m,SaanichInlet_120m_124_34,75.9844
SI072_120m,SaanichInlet_120m_124_35,3.09789
SI072_120m,SaanichInlet_120m_124_36,4.84315
SI072_120m,SaanichInlet_120m_124_37,5.9372
SI072_120m,SaanichInlet_120m_124_38,2.06011
SI072_120m,SaanichInlet_120m_124_39,2.98821
SI072_120m,SaanichInlet_120m_124_4,2.3877
SI072_120m,SaanichInlet_120m_124_40,2.42491
SI072_120m,SaanichInlet_120m_124_41,8.48766
SI072_120m,SaanichInlet_120m_124_42,10.6581
SI072_120m,SaanichInlet_120m_124_43,3.95285
SI072_120m,SaanichInlet_120m_124_44,2.87187
SI072_120m,SaanichInlet_120m_124_45,0.814252
SI072_120m,SaanichInlet_120m_124_46,1.45715
SI072_120m,SaanichInlet_120m_124_47,7.17722
SI072_120m,SaanichInlet_120m_124_48,0.682318
SI072_120m,SaanichInlet_120m_124_49,0.930246
SI072_120m,SaanichInlet_120m_124_5,1.50546
SI072_120m,SaanichInlet_120m_124_50,4.22165
SI072_120m,SaanichInlet_120m_124_51,11.6854
SI072_120m,SaanichInlet_120m_124_52,7.87154
SI072_120m,SaanichInlet_120m_124_53,3.71357
SI072_120m,SaanichInlet_120m_124_54,1.7209
SI072_120m,SaanichInlet_120m_124_55,1.89539
SI072_120m,SaanichInlet_120m_124_56,6.26111
SI072_120m,SaanichInlet_120m_124_57,1.70779
SI072_120m,SaanichInlet_120m_124_58,6.01756
SI072_120m,SaanichInlet_120m_124_59,19.0328
SI072_120m,SaanichInlet_120m_124_6,9.2933
SI072_120m,SaanichInlet_120m_124_60,2.80342
SI072_120m,SaanichInlet_120m_124_61,22.6957
SI072_120m,SaanichInlet_120m_124_62,0.854892
SI072_120m,SaanichInlet_120m_124_63,7.7383
SI072_120m,SaanichInlet_120m_124_64,15.3331
SI072_120m,SaanichInlet_120m_124_65,1.64125
SI072_120m,SaanichInlet_120m_124_66,20.015
SI072_120m,SaanichInlet_120m_124_67,1.8713
SI072_120m,SaanichInlet_120m_124_68,8.65647
SI072_120m,SaanichInlet_120m_124_69,3.03114
SI072_120m,SaanichInlet_120m_124_7,1.65398
SI072_120m,SaanichInlet_120m_124_70,6.45411
SI072_120m,SaanichInlet_120m_124_71,6.18124
SI072_120m,SaanichInlet_120m_124_72,5.4524
SI072_120m,SaanichInlet_120m_124_73,5.89547
SI072_120m,SaanichInlet_120m_124_74,0.895351
SI072_120m,SaanichInlet_120m_124_75,5.42731
SI072_120m,SaanichInlet_120m_124_76,2.19246
SI072_120m,SaanichInlet_120m_124_77,5.6258
SI072_120m,SaanichInlet_120m_124_78,2.08576
SI072_120m,SaanichInlet_120m_124_79,3.86153
SI072_120m,SaanichInlet_120m_124_8,0.401113
SI072_120m,SaanichInlet_120m_124_80,3.8064
SI072_120m,SaanichInlet_120m_124_81,2.77373
SI072_120m,SaanichInlet_120m_124_82,1.35902
SI072_120m,SaanichInlet_120m_124_83,3.43691
SI072_120m,SaanichInlet_120m_124_84,20.6019
SI072_120m,SaanichInlet_120m_124_85,3.86866
SI072_120m,SaanichInlet_120m_124_86,2.75348
SI072_120m,SaanichInlet_120m_124_87,52.7877
SI072_120m,SaanichInlet_120m_124_88,2.09593
SI072_120m,SaanichInlet_120m_124_89,2.81576
SI072_120m,SaanichInlet_120m_124_9,3.68431
SI072_120m,SaanichInlet_120m_124_90,8.61622
SI072_120m,SaanichInlet_120m_124_91,1.17445
SI072_120m,SaanichInlet_120m_124_92,3.60528
SI072_120m,SaanichInlet_120m_124_93,14.548
SI072_120m,SaanichInlet_120m_124_94,0.950359
SI072_120m,SaanichInlet_120m_124_95,2.43101
SI072_120m,SaanichInlet_120m_124_96,7.85894
SI072_120m,SaanichInlet_120m_124_97,1.10566
SI072_120m,SaanichInlet_120m_124_98,2.8494
SI072_120m,SaanichInlet_120m_124_99,1.63893
SI072_120m,SaanichInlet_120m_125_1,1.12176
SI072_120m,SaanichInlet_120m_125_10,0.59591
SI072_120m,SaanichInlet_120m_125_100,0.363902
SI072_120m,SaanichInlet_120m_125_101,0.141554
SI072_120m,SaanichInlet_120m_125_102,0.570286
SI072_120m,SaanichInlet_120m_125_103,0.395734
SI072_120m,SaanichInlet_120m_125_104,0.249502
SI072_120m,SaanichInlet_120m_125_105,0.480478
SI072_120m,SaanichInlet_120m_125_106,0.441314
SI072_120m,SaanichInlet_120m_125_107,0.032391
SI072_120m,SaanichInlet_120m_125_108,0.210101
SI072_120m,SaanichInlet_120m_125_109,0.290198
SI072_120m,SaanichInlet_120m_125_11,0.609203
SI072_120m,SaanichInlet_120m_125_110,0.10747
SI072_120m,SaanichInlet_120m_125_111,0.320312
SI072_120m,SaanichInlet_120m_125_112,0.446992
SI072_120m,SaanichInlet_120m_125_113,0.302255
SI072_120m,SaanichInlet_120m_125_114,0.156848
SI072_120m,SaanichInlet_120m_125_115,0.546292
SI072_120m,SaanichInlet_120m_125_116,0.984613
SI072_120m,SaanichInlet_120m_125_117,0.722999
SI072_120m,SaanichInlet_120m_125_118,0.342324
SI072_120m,SaanichInlet_120m_125_119,0.700962
SI072_120m,SaanichInlet_120m_125_12,0.304135
SI072_120m,SaanichInlet_120m_125_120,0.387141
SI072_120m,SaanichInlet_120m_125_121,0.253435
SI072_120m,SaanichInlet_120m_125_122,0.489195
SI072_120m,SaanichInlet_120m_125_123,0.18384
SI072_120m,SaanichInlet_120m_125_124,0.386431
SI072_120m,SaanichInlet_120m_125_125,0.137053
SI072_120m,SaanichInlet_120m_125_126,0.271578
SI072_120m,SaanichInlet_120m_125_127,0.5353
SI072_120m,SaanichInlet_120m_125_128,0.31069
SI072_120m,SaanichInlet_120m_125_129,0.410944
SI072_120m,SaanichInlet_120m_125_13,0.382027
SI072_120m,SaanichInlet_120m_125_130,0.408954
SI072_120m,SaanichInlet_120m_125_131,0.310936
SI072_120m,SaanichInlet_120m_125_132,0.527071
SI072_120m,SaanichInlet_120m_125_133,0.438771
SI072_120m,SaanichInlet_120m_125_134,0.402496
SI072_120m,SaanichInlet_120m_125_135,0.30837
SI072_120m,SaanichInlet_120m_125_136,0.839643
SI072_120m,SaanichInlet_120m_125_137,0.119793
SI072_120m,SaanichInlet_120m_125_138,0.135229
SI072_120m,SaanichInlet_120m_125_139,0.24929
SI072_120m,SaanichInlet_120m_125_14,0.356548
SI072_120m,SaanichInlet_120m_125_140,0.784974
SI072_120m,SaanichInlet_120m_125_141,0.384713
SI072_120m,SaanichInlet_120m_125_142,0.488897
SI072_120m,SaanichInlet_120m_125_143,1.15331
SI072_120m,SaanichInlet_120m_125_144,0.267476
SI072_120m,SaanichInlet_120m_125_145,0.22196
SI072_120m,SaanichInlet_120m_125_146,0.547807
SI072_120m,SaanichInlet_120m_125_147,0.133489
SI072_120m,SaanichInlet_120m_125_148,0.421224
SI072_120m,SaanichInlet_120m_125_149,0.296004
SI072_120m,SaanichInlet_120m_125_15,0.0964702
SI072_120m,SaanichInlet_120m_125_150,0.118288
SI072_120m,SaanichInlet_120m_125_151,0.582964
SI072_120m,SaanichInlet_120m_125_152,0.811614
SI072_120m,SaanichInlet_120m_125_153,0.839851
SI072_120m,SaanichInlet_120m_125_154,0.65268
SI072_120m,SaanichInlet_120m_125_155,0.395171
SI072_120m,SaanichInlet_120m_125_156,0.12988
SI072_120m,SaanichInlet_120m_125_157,0.380737
SI072_120m,SaanichInlet_120m_125_158,0.536101
SI072_120m,SaanichInlet_120m_125_159,0.758169
SI072_120m,SaanichInlet_120m_125_16,0.455443
SI072_120m,SaanichInlet_120m_125_160,0.806923
SI072_120m,SaanichInlet_120m_125_161,2.15041
SI072_120m,SaanichInlet_120m_125_162,0.576113
SI072_120m,SaanichInlet_120m_125_163,1.34879
SI072_120m,SaanichInlet_120m_125_164,0.106236
SI072_120m,SaanichInlet_120m_125_165,0.555588
SI072_120m,SaanichInlet_120m_125_166,0.483495
SI072_120m,SaanichInlet_120m_125_167,0.405713
SI072_120m,SaanichInlet_120m_125_168,0.216906
SI072_120m,SaanichInlet_120m_125_169,0.191154
SI072_120m,SaanichInlet_120m_125_17,0.44212
SI072_120m,SaanichInlet_120m_125_170,0.295898
SI072_120m,SaanichInlet_120m_125_171,1.6244
SI072_120m,SaanichInlet_120m_125_172,0.37569
SI072_120m,SaanichInlet_120m_125_173,0.411954
SI072_120m,SaanichInlet_120m_125_174,0.410457
SI072_120m,SaanichInlet_120m_125_175,1.24181
SI072_120m,SaanichInlet_120m_125_176,0.276917
SI072_120m,SaanichInlet_120m_125_177,0.15799
SI072_120m,SaanichInlet_120m_125_178,0.309689
SI072_120m,SaanichInlet_120m_125_179,0.345543
SI072_120m,SaanichInlet_120m_125_18,0.45344
SI072_120m,SaanichInlet_120m_125_180,0.281908
SI072_120m,SaanichInlet_120m_125_181,2.91978
SI072_120m,SaanichInlet_120m_125_182,0.423537
SI072_120m,SaanichInlet_120m_125_183,0.268333
SI072_120m,SaanichInlet_120m_125_184,0.292094
SI072_120m,SaanichInlet_120m_125_185,0.843077
SI072_120m,SaanichInlet_120m_125_186,0.871405
SI072_120m,SaanichInlet_120m_125_187,0.285093
SI072_120m,SaanichInlet_120m_125_188,0.686855
SI072_120m,SaanichInlet_120m_125_189,0.14193
SI072_120m,SaanichInlet_120m_125_19,0.501092
SI072_120m,SaanichInlet_120m_125_190,0.342735
SI072_120m,SaanichInlet_120m_125_191,0.443202
SI072_120m,SaanichInlet_120m_125_192,0.357598
