Sample,Sequence,RPKM
SI072_120m,SaanichInlet_120m_59_197,0.605408
SI072_120m,SaanichInlet_120m_59_198,0.336183
SI072_120m,SaanichInlet_120m_59_199,0.534504
SI072_120m,SaanichInlet_120m_59_2,0.313966
SI072_120m,SaanichInlet_120m_59_20,0.438466
SI072_120m,SaanichInlet_120m_59_200,0.991457
SI072_120m,SaanichInlet_120m_59_201,1.20759
SI072_120m,SaanichInlet_120m_59_202,2.12737
SI072_120m,SaanichInlet_120m_59_203,0.107683
SI072_120m,SaanichInlet_120m_59_204,1.21479
SI072_120m,SaanichInlet_120m_59_205,0.231881
SI072_120m,SaanichInlet_120m_59_206,0.167454
SI072_120m,SaanichInlet_120m_59_207,0.660084
SI072_120m,SaanichInlet_120m_59_208,0.833326
SI072_120m,SaanichInlet_120m_59_209,0.46289
SI072_120m,SaanichInlet_120m_59_21,1.70183
SI072_120m,SaanichInlet_120m_59_210,0.397611
SI072_120m,SaanichInlet_120m_59_211,0.471236
SI072_120m,SaanichInlet_120m_59_212,0.237454
SI072_120m,SaanichInlet_120m_59_213,0.862669
SI072_120m,SaanichInlet_120m_59_214,0.860806
SI072_120m,SaanichInlet_120m_59_215,0.567917
SI072_120m,SaanichInlet_120m_59_216,1.32431
SI072_120m,SaanichInlet_120m_59_217,0.562092
SI072_120m,SaanichInlet_120m_59_218,0.71631
SI072_120m,SaanichInlet_120m_59_219,0.219281
SI072_120m,SaanichInlet_120m_59_22,0.710913
SI072_120m,SaanichInlet_120m_59_220,0.254928
SI072_120m,SaanichInlet_120m_59_221,0.29626
SI072_120m,SaanichInlet_120m_59_222,0.321858
SI072_120m,SaanichInlet_120m_59_23,0.427941
SI072_120m,SaanichInlet_120m_59_24,0.845139
SI072_120m,SaanichInlet_120m_59_25,0.594735
SI072_120m,SaanichInlet_120m_59_26,0.699919
SI072_120m,SaanichInlet_120m_59_27,0.751721
SI072_120m,SaanichInlet_120m_59_28,2.47546
SI072_120m,SaanichInlet_120m_59_29,0.923138
SI072_120m,SaanichInlet_120m_59_3,1.01555
SI072_120m,SaanichInlet_120m_59_30,0.898244
SI072_120m,SaanichInlet_120m_59_31,0.679713
SI072_120m,SaanichInlet_120m_59_32,0.826245
SI072_120m,SaanichInlet_120m_59_33,0.775554
SI072_120m,SaanichInlet_120m_59_34,0.707436
SI072_120m,SaanichInlet_120m_59_35,0.70904
SI072_120m,SaanichInlet_120m_59_36,0.971952
SI072_120m,SaanichInlet_120m_59_37,0.229477
SI072_120m,SaanichInlet_120m_59_38,0.323437
SI072_120m,SaanichInlet_120m_59_39,0.421522
SI072_120m,SaanichInlet_120m_59_4,1.47677
SI072_120m,SaanichInlet_120m_59_40,0.488054
SI072_120m,SaanichInlet_120m_59_41,0.312091
SI072_120m,SaanichInlet_120m_59_42,1.1217
SI072_120m,SaanichInlet_120m_59_43,0.343688
SI072_120m,SaanichInlet_120m_59_44,0.610052
SI072_120m,SaanichInlet_120m_59_45,0.47711
SI072_120m,SaanichInlet_120m_59_46,0.0677866
SI072_120m,SaanichInlet_120m_59_47,0.631035
SI072_120m,SaanichInlet_120m_59_48,0.297203
SI072_120m,SaanichInlet_120m_59_49,0.381456
SI072_120m,SaanichInlet_120m_59_5,0.698688
SI072_120m,SaanichInlet_120m_59_50,0.0765395
SI072_120m,SaanichInlet_120m_59_51,1.27098
SI072_120m,SaanichInlet_120m_59_52,0.491609
SI072_120m,SaanichInlet_120m_59_53,0.22216
SI072_120m,SaanichInlet_120m_59_54,1.07551
SI072_120m,SaanichInlet_120m_59_55,0.85275
SI072_120m,SaanichInlet_120m_59_56,1.15918
SI072_120m,SaanichInlet_120m_59_57,4.79235
SI072_120m,SaanichInlet_120m_59_58,7.41001
SI072_120m,SaanichInlet_120m_59_59,0.402828
SI072_120m,SaanichInlet_120m_59_6,1.27117
SI072_120m,SaanichInlet_120m_59_60,1.41086
SI072_120m,SaanichInlet_120m_59_61,0.031143
SI072_120m,SaanichInlet_120m_59_62,0.506382
SI072_120m,SaanichInlet_120m_59_63,0.154677
SI072_120m,SaanichInlet_120m_59_64,0.685426
SI072_120m,SaanichInlet_120m_59_65,0.647764
SI072_120m,SaanichInlet_120m_59_66,0.747097
SI072_120m,SaanichInlet_120m_59_67,1.60424
SI072_120m,SaanichInlet_120m_59_68,0.60451
SI072_120m,SaanichInlet_120m_59_69,1.19281
SI072_120m,SaanichInlet_120m_59_7,0.688134
SI072_120m,SaanichInlet_120m_59_70,0.384606
SI072_120m,SaanichInlet_120m_59_71,0.170782
SI072_120m,SaanichInlet_120m_59_72,0.330943
SI072_120m,SaanichInlet_120m_59_73,2.47031
SI072_120m,SaanichInlet_120m_59_74,0.443906
SI072_120m,SaanichInlet_120m_59_75,0.646144
SI072_120m,SaanichInlet_120m_59_76,0.409282
SI072_120m,SaanichInlet_120m_59_77,0.153963
SI072_120m,SaanichInlet_120m_59_78,2.59156
SI072_120m,SaanichInlet_120m_59_79,0.109958
SI072_120m,SaanichInlet_120m_59_8,0.365653
SI072_120m,SaanichInlet_120m_59_80,0.563131
SI072_120m,SaanichInlet_120m_59_81,0.49487
SI072_120m,SaanichInlet_120m_59_82,1.07907
SI072_120m,SaanichInlet_120m_59_83,1.51012
SI072_120m,SaanichInlet_120m_59_84,1.68116
SI072_120m,SaanichInlet_120m_59_85,0.325491
SI072_120m,SaanichInlet_120m_59_86,12.4063
SI072_120m,SaanichInlet_120m_59_87,0.528453
SI072_120m,SaanichInlet_120m_59_88,0.621562
SI072_120m,SaanichInlet_120m_59_89,0.74597
SI072_120m,SaanichInlet_120m_59_9,0.578318
SI072_120m,SaanichInlet_120m_59_90,1.51747
SI072_120m,SaanichInlet_120m_59_91,0.369363
SI072_120m,SaanichInlet_120m_59_92,0.37882
SI072_120m,SaanichInlet_120m_59_93,0.69571
SI072_120m,SaanichInlet_120m_59_94,0.316776
SI072_120m,SaanichInlet_120m_59_95,0.303911
SI072_120m,SaanichInlet_120m_59_96,0.762485
SI072_120m,SaanichInlet_120m_59_97,1.65755
SI072_120m,SaanichInlet_120m_59_98,1.20922
SI072_120m,SaanichInlet_120m_59_99,0.982803
SI072_120m,SaanichInlet_120m_60_1,2.21634
SI072_120m,SaanichInlet_120m_60_10,3.52124
SI072_120m,SaanichInlet_120m_60_100,6.28255
SI072_120m,SaanichInlet_120m_60_101,0.711586
SI072_120m,SaanichInlet_120m_60_102,1.43218
SI072_120m,SaanichInlet_120m_60_103,1.99969
SI072_120m,SaanichInlet_120m_60_104,5.51057
SI072_120m,SaanichInlet_120m_60_105,1.57545
SI072_120m,SaanichInlet_120m_60_106,4.58584
SI072_120m,SaanichInlet_120m_60_107,3.58249
SI072_120m,SaanichInlet_120m_60_108,2.36461
SI072_120m,SaanichInlet_120m_60_109,0.449111
SI072_120m,SaanichInlet_120m_60_11,1.65947
SI072_120m,SaanichInlet_120m_60_110,2.88255
SI072_120m,SaanichInlet_120m_60_111,1.1514
SI072_120m,SaanichInlet_120m_60_112,1.86131
SI072_120m,SaanichInlet_120m_60_113,1.39632
SI072_120m,SaanichInlet_120m_60_114,2.55567
SI072_120m,SaanichInlet_120m_60_115,1.55183
SI072_120m,SaanichInlet_120m_60_116,10.452
SI072_120m,SaanichInlet_120m_60_117,2.13532
SI072_120m,SaanichInlet_120m_60_118,2.44144
SI072_120m,SaanichInlet_120m_60_119,0.464064
SI072_120m,SaanichInlet_120m_60_12,1.1695
SI072_120m,SaanichInlet_120m_60_120,1.31056
SI072_120m,SaanichInlet_120m_60_121,3.51729
SI072_120m,SaanichInlet_120m_60_122,4.64103
SI072_120m,SaanichInlet_120m_60_123,0.949575
SI072_120m,SaanichInlet_120m_60_124,0.759768
SI072_120m,SaanichInlet_120m_60_125,0.825224
SI072_120m,SaanichInlet_120m_60_126,8.77295
SI072_120m,SaanichInlet_120m_60_127,1.90162
SI072_120m,SaanichInlet_120m_60_128,4.67596
SI072_120m,SaanichInlet_120m_60_129,1.82335
SI072_120m,SaanichInlet_120m_60_13,2.76693
SI072_120m,SaanichInlet_120m_60_130,0.91243
SI072_120m,SaanichInlet_120m_60_131,0.964239
SI072_120m,SaanichInlet_120m_60_132,0.195392
SI072_120m,SaanichInlet_120m_60_133,0.423285
SI072_120m,SaanichInlet_120m_60_134,6.08264
SI072_120m,SaanichInlet_120m_60_135,0.69808
SI072_120m,SaanichInlet_120m_60_136,5.26537
SI072_120m,SaanichInlet_120m_60_137,1.01155
SI072_120m,SaanichInlet_120m_60_138,0.641202
SI072_120m,SaanichInlet_120m_60_139,1.32458
SI072_120m,SaanichInlet_120m_60_14,2.29629
SI072_120m,SaanichInlet_120m_60_140,0.976612
SI072_120m,SaanichInlet_120m_60_141,1.65736
SI072_120m,SaanichInlet_120m_60_142,7.48483
SI072_120m,SaanichInlet_120m_60_143,1.21938
SI072_120m,SaanichInlet_120m_60_144,3.30855
SI072_120m,SaanichInlet_120m_60_145,1.66234
SI072_120m,SaanichInlet_120m_60_146,0.535905
SI072_120m,SaanichInlet_120m_60_147,5.37153
SI072_120m,SaanichInlet_120m_60_148,13.1205
SI072_120m,SaanichInlet_120m_60_149,3.99489
SI072_120m,SaanichInlet_120m_60_15,3.17314
SI072_120m,SaanichInlet_120m_60_150,5.90836
SI072_120m,SaanichInlet_120m_60_151,1.84827
SI072_120m,SaanichInlet_120m_60_152,1.36401
SI072_120m,SaanichInlet_120m_60_153,1.13477
SI072_120m,SaanichInlet_120m_60_154,0.914374
SI072_120m,SaanichInlet_120m_60_155,6.83341
SI072_120m,SaanichInlet_120m_60_156,1.93387
SI072_120m,SaanichInlet_120m_60_157,2.66139
SI072_120m,SaanichInlet_120m_60_158,4.34122
SI072_120m,SaanichInlet_120m_60_159,6.1463
SI072_120m,SaanichInlet_120m_60_16,10.3238
SI072_120m,SaanichInlet_120m_60_160,15.4799
SI072_120m,SaanichInlet_120m_60_161,3.01203
SI072_120m,SaanichInlet_120m_60_162,5.64119
SI072_120m,SaanichInlet_120m_60_163,2.87109
SI072_120m,SaanichInlet_120m_60_164,1.52981
SI072_120m,SaanichInlet_120m_60_165,0.775971
SI072_120m,SaanichInlet_120m_60_166,2.0145
SI072_120m,SaanichInlet_120m_60_167,14.6754
SI072_120m,SaanichInlet_120m_60_168,5.00433
SI072_120m,SaanichInlet_120m_60_169,1.11384
SI072_120m,SaanichInlet_120m_60_17,3.7096
SI072_120m,SaanichInlet_120m_60_170,1.74198
SI072_120m,SaanichInlet_120m_60_171,2.02215
SI072_120m,SaanichInlet_120m_60_172,1.04953
SI072_120m,SaanichInlet_120m_60_173,2.28129
SI072_120m,SaanichInlet_120m_60_174,0.814023
SI072_120m,SaanichInlet_120m_60_175,6.31381
SI072_120m,SaanichInlet_120m_60_176,0.208844
SI072_120m,SaanichInlet_120m_60_177,1.95219
SI072_120m,SaanichInlet_120m_60_178,1.51334
SI072_120m,SaanichInlet_120m_60_179,2.89332
SI072_120m,SaanichInlet_120m_60_18,4.19829
SI072_120m,SaanichInlet_120m_60_180,1.14146
SI072_120m,SaanichInlet_120m_60_181,7.03001
SI072_120m,SaanichInlet_120m_60_182,4.84628
SI072_120m,SaanichInlet_120m_60_183,4.18682
SI072_120m,SaanichInlet_120m_60_184,2.33186
SI072_120m,SaanichInlet_120m_60_185,12.2593
SI072_120m,SaanichInlet_120m_60_186,6.77048
SI072_120m,SaanichInlet_120m_60_187,9.75718
SI072_120m,SaanichInlet_120m_60_188,2.00904
SI072_120m,SaanichInlet_120m_60_189,1.53508
SI072_120m,SaanichInlet_120m_60_19,2.82086
SI072_120m,SaanichInlet_120m_60_190,0.377961
SI072_120m,SaanichInlet_120m_60_191,0.674491
SI072_120m,SaanichInlet_120m_60_192,0.285074
SI072_120m,SaanichInlet_120m_60_193,5.46472
SI072_120m,SaanichInlet_120m_60_194,2.43759
SI072_120m,SaanichInlet_120m_60_195,1.25876
SI072_120m,SaanichInlet_120m_60_196,6.73899
SI072_120m,SaanichInlet_120m_60_197,3.57875
SI072_120m,SaanichInlet_120m_60_198,0.30752
SI072_120m,SaanichInlet_120m_60_199,2.11525
SI072_120m,SaanichInlet_120m_60_2,19.806
SI072_120m,SaanichInlet_120m_60_20,4.46324
SI072_120m,SaanichInlet_120m_60_200,1.20292
SI072_120m,SaanichInlet_120m_60_201,0.611748
SI072_120m,SaanichInlet_120m_60_202,21.3652
SI072_120m,SaanichInlet_120m_60_203,0.272097
SI072_120m,SaanichInlet_120m_60_204,2.06745
SI072_120m,SaanichInlet_120m_60_205,1.49047
SI072_120m,SaanichInlet_120m_60_206,2.18067
SI072_120m,SaanichInlet_120m_60_207,8.52205
SI072_120m,SaanichInlet_120m_60_208,1.35009
SI072_120m,SaanichInlet_120m_60_209,4.22283
SI072_120m,SaanichInlet_120m_60_21,4.15227
SI072_120m,SaanichInlet_120m_60_210,0.737988
SI072_120m,SaanichInlet_120m_60_211,6.63317
SI072_120m,SaanichInlet_120m_60_212,0.196905
SI072_120m,SaanichInlet_120m_60_213,3.50561
SI072_120m,SaanichInlet_120m_60_214,4.58327
SI072_120m,SaanichInlet_120m_60_215,0.524666
SI072_120m,SaanichInlet_120m_60_216,1.40587
SI072_120m,SaanichInlet_120m_60_217,1.52844
SI072_120m,SaanichInlet_120m_60_218,0.612625
SI072_120m,SaanichInlet_120m_60_219,0.895712
SI072_120m,SaanichInlet_120m_60_22,2.59274
SI072_120m,SaanichInlet_120m_60_220,0.787755
SI072_120m,SaanichInlet_120m_60_221,0.488384
SI072_120m,SaanichInlet_120m_60_222,1.76162
SI072_120m,SaanichInlet_120m_60_223,4.78969
SI072_120m,SaanichInlet_120m_60_224,1.0167
SI072_120m,SaanichInlet_120m_60_225,0.368067
SI072_120m,SaanichInlet_120m_60_226,2.45392
SI072_120m,SaanichInlet_120m_60_227,0.831801
SI072_120m,SaanichInlet_120m_60_228,7.05099
SI072_120m,SaanichInlet_120m_60_229,2.23652
SI072_120m,SaanichInlet_120m_60_23,4.14908
SI072_120m,SaanichInlet_120m_60_230,3.51152
SI072_120m,SaanichInlet_120m_60_231,0.891987
SI072_120m,SaanichInlet_120m_60_232,2.19691
SI072_120m,SaanichInlet_120m_60_233,1.09985
SI072_120m,SaanichInlet_120m_60_234,3.37085
SI072_120m,SaanichInlet_120m_60_235,1.13968
SI072_120m,SaanichInlet_120m_60_236,9.94752
SI072_120m,SaanichInlet_120m_60_237,0.547416
SI072_120m,SaanichInlet_120m_60_24,2.68947
SI072_120m,SaanichInlet_120m_60_25,1.54162
SI072_120m,SaanichInlet_120m_60_26,1.56315
SI072_120m,SaanichInlet_120m_60_27,8.96059
SI072_120m,SaanichInlet_120m_60_28,2.31998
SI072_120m,SaanichInlet_120m_60_29,2.54253
SI072_120m,SaanichInlet_120m_60_3,71.0176
SI072_120m,SaanichInlet_120m_60_30,4.00066
SI072_120m,SaanichInlet_120m_60_31,13.8423
SI072_120m,SaanichInlet_120m_60_32,7.79363
SI072_120m,SaanichInlet_120m_60_33,2.02698
SI072_120m,SaanichInlet_120m_60_34,11.8319
SI072_120m,SaanichInlet_120m_60_35,1.23277
SI072_120m,SaanichInlet_120m_60_36,0.999859
SI072_120m,SaanichInlet_120m_60_37,6.78876
SI072_120m,SaanichInlet_120m_60_38,2.77184
SI072_120m,SaanichInlet_120m_60_39,2.39941
SI072_120m,SaanichInlet_120m_60_4,1.26322
SI072_120m,SaanichInlet_120m_60_40,3.52077
SI072_120m,SaanichInlet_120m_60_41,2.28954
SI072_120m,SaanichInlet_120m_60_42,2.00616
SI072_120m,SaanichInlet_120m_60_43,28.1682
SI072_120m,SaanichInlet_120m_60_44,0.787337
SI072_120m,SaanichInlet_120m_60_45,5.57395
SI072_120m,SaanichInlet_120m_60_46,2.69826
SI072_120m,SaanichInlet_120m_60_47,5.09215
SI072_120m,SaanichInlet_120m_60_48,2.54662
SI072_120m,SaanichInlet_120m_60_49,0.295357
SI072_120m,SaanichInlet_120m_60_5,2.31835
SI072_120m,SaanichInlet_120m_60_50,3.10429
SI072_120m,SaanichInlet_120m_60_51,2.75217
SI072_120m,SaanichInlet_120m_60_52,2.57245
SI072_120m,SaanichInlet_120m_60_53,16.0243
SI072_120m,SaanichInlet_120m_60_54,2.11123
SI072_120m,SaanichInlet_120m_60_55,9.15857
SI072_120m,SaanichInlet_120m_60_56,2.48691
SI072_120m,SaanichInlet_120m_60_57,2.64096
SI072_120m,SaanichInlet_120m_60_58,0.492758
SI072_120m,SaanichInlet_120m_60_59,1.56406
SI072_120m,SaanichInlet_120m_60_6,2.61268
SI072_120m,SaanichInlet_120m_60_60,4.0664
SI072_120m,SaanichInlet_120m_60_61,0.505865
SI072_120m,SaanichInlet_120m_60_62,2.36157
SI072_120m,SaanichInlet_120m_60_63,6.8754
SI072_120m,SaanichInlet_120m_60_64,0.667372
SI072_120m,SaanichInlet_120m_60_65,1.54632
SI072_120m,SaanichInlet_120m_60_66,0.841538
SI072_120m,SaanichInlet_120m_60_67,1.1463
SI072_120m,SaanichInlet_120m_60_68,3.33709
SI072_120m,SaanichInlet_120m_60_69,0.497649
SI072_120m,SaanichInlet_120m_60_7,1.46223
SI072_120m,SaanichInlet_120m_60_70,1.95548
SI072_120m,SaanichInlet_120m_60_71,0.538265
SI072_120m,SaanichInlet_120m_60_72,1.39813
SI072_120m,SaanichInlet_120m_60_73,0.104433
SI072_120m,SaanichInlet_120m_60_74,2.33614
SI072_120m,SaanichInlet_120m_60_75,0.759046
SI072_120m,SaanichInlet_120m_60_76,4.04844
SI072_120m,SaanichInlet_120m_60_77,3.09354
SI072_120m,SaanichInlet_120m_60_78,2.29104
SI072_120m,SaanichInlet_120m_60_79,1.55246
SI072_120m,SaanichInlet_120m_60_8,3.30238
SI072_120m,SaanichInlet_120m_60_80,5.41015
SI072_120m,SaanichInlet_120m_60_81,0.46877
SI072_120m,SaanichInlet_120m_60_82,0.528887
SI072_120m,SaanichInlet_120m_60_83,1.47728
SI072_120m,SaanichInlet_120m_60_84,1.09986
SI072_120m,SaanichInlet_120m_60_85,4.89304
SI072_120m,SaanichInlet_120m_60_86,0.42079
SI072_120m,SaanichInlet_120m_60_87,0.578575
SI072_120m,SaanichInlet_120m_60_88,5.28627
SI072_120m,SaanichInlet_120m_60_89,3.02324
SI072_120m,SaanichInlet_120m_60_9,6.7891
SI072_120m,SaanichInlet_120m_60_90,2.05484
SI072_120m,SaanichInlet_120m_60_91,7.37536
SI072_120m,SaanichInlet_120m_60_92,1.32982
SI072_120m,SaanichInlet_120m_60_93,0.458017
SI072_120m,SaanichInlet_120m_60_94,3.00311
SI072_120m,SaanichInlet_120m_60_95,7.00599
SI072_120m,SaanichInlet_120m_60_96,1.57776
SI072_120m,SaanichInlet_120m_60_97,2.9075
SI072_120m,SaanichInlet_120m_60_98,0.523822
SI072_120m,SaanichInlet_120m_60_99,13.2299
SI072_120m,SaanichInlet_120m_65_1,10.909
SI072_120m,SaanichInlet_120m_65_10,4.02293
SI072_120m,SaanichInlet_120m_65_100,1.74397
SI072_120m,SaanichInlet_120m_65_101,1.56518
SI072_120m,SaanichInlet_120m_65_102,6.40221
SI072_120m,SaanichInlet_120m_65_103,3.89441
SI072_120m,SaanichInlet_120m_65_104,6.90778
SI072_120m,SaanichInlet_120m_65_105,2.09518
SI072_120m,SaanichInlet_120m_65_106,1.62183
SI072_120m,SaanichInlet_120m_65_107,1.90869
SI072_120m,SaanichInlet_120m_65_108,2.42246
SI072_120m,SaanichInlet_120m_65_109,2.68335
SI072_120m,SaanichInlet_120m_65_11,3.28357
SI072_120m,SaanichInlet_120m_65_110,39.128
SI072_120m,SaanichInlet_120m_65_111,12.2037
SI072_120m,SaanichInlet_120m_65_112,29.8816
SI072_120m,SaanichInlet_120m_65_113,106.758
SI072_120m,SaanichInlet_120m_65_114,3.52652
SI072_120m,SaanichInlet_120m_65_115,3.31336
SI072_120m,SaanichInlet_120m_65_116,3.83693
SI072_120m,SaanichInlet_120m_65_117,0.62654
SI072_120m,SaanichInlet_120m_65_118,6.21738
SI072_120m,SaanichInlet_120m_65_119,3.60697
SI072_120m,SaanichInlet_120m_65_12,8.6089
SI072_120m,SaanichInlet_120m_65_120,7.69514
SI072_120m,SaanichInlet_120m_65_121,11.6472
SI072_120m,SaanichInlet_120m_65_122,0.992521
SI072_120m,SaanichInlet_120m_65_123,1.17546
SI072_120m,SaanichInlet_120m_65_124,2.63351
SI072_120m,SaanichInlet_120m_65_125,12.6044
SI072_120m,SaanichInlet_120m_65_126,8.99089
SI072_120m,SaanichInlet_120m_65_127,1.65575
SI072_120m,SaanichInlet_120m_65_128,2.28939
SI072_120m,SaanichInlet_120m_65_129,39.2416
SI072_120m,SaanichInlet_120m_65_13,6.6326
SI072_120m,SaanichInlet_120m_65_130,1.75004
SI072_120m,SaanichInlet_120m_65_131,3.13812
SI072_120m,SaanichInlet_120m_65_132,5.89996
SI072_120m,SaanichInlet_120m_65_133,25.6469
SI072_120m,SaanichInlet_120m_65_134,5.32858
SI072_120m,SaanichInlet_120m_65_135,8.68351
SI072_120m,SaanichInlet_120m_65_136,5.93956
SI072_120m,SaanichInlet_120m_65_137,6.66547
SI072_120m,SaanichInlet_120m_65_138,1.13105
SI072_120m,SaanichInlet_120m_65_139,2.42365
SI072_120m,SaanichInlet_120m_65_14,22.8505
SI072_120m,SaanichInlet_120m_65_140,2.42231
SI072_120m,SaanichInlet_120m_65_141,3.94784
SI072_120m,SaanichInlet_120m_65_142,2.07623
SI072_120m,SaanichInlet_120m_65_143,33.5408
SI072_120m,SaanichInlet_120m_65_144,1.8447
SI072_120m,SaanichInlet_120m_65_145,2.87108
SI072_120m,SaanichInlet_120m_65_146,6.84323
SI072_120m,SaanichInlet_120m_65_147,10.3867
SI072_120m,SaanichInlet_120m_65_148,3.87155
SI072_120m,SaanichInlet_120m_65_149,6.20553
SI072_120m,SaanichInlet_120m_65_15,10.7285
SI072_120m,SaanichInlet_120m_65_150,5.08952
SI072_120m,SaanichInlet_120m_65_151,16.4707
SI072_120m,SaanichInlet_120m_65_152,6.79319
SI072_120m,SaanichInlet_120m_65_153,10.1495
SI072_120m,SaanichInlet_120m_65_154,0.757398
SI072_120m,SaanichInlet_120m_65_155,4.19261
SI072_120m,SaanichInlet_120m_65_156,12.7452
SI072_120m,SaanichInlet_120m_65_157,1.31744
SI072_120m,SaanichInlet_120m_65_158,1.03214
SI072_120m,SaanichInlet_120m_65_159,5.01459
SI072_120m,SaanichInlet_120m_65_16,3.6351
SI072_120m,SaanichInlet_120m_65_160,7.05999
SI072_120m,SaanichInlet_120m_65_161,5.46745
SI072_120m,SaanichInlet_120m_65_162,13.1437
SI072_120m,SaanichInlet_120m_65_163,3.73474
SI072_120m,SaanichInlet_120m_65_164,9.91313
SI072_120m,SaanichInlet_120m_65_165,2.23525
SI072_120m,SaanichInlet_120m_65_166,3.1422
SI072_120m,SaanichInlet_120m_65_167,3.25427
SI072_120m,SaanichInlet_120m_65_168,2.06369
SI072_120m,SaanichInlet_120m_65_169,7.47171
SI072_120m,SaanichInlet_120m_65_17,1.24888
SI072_120m,SaanichInlet_120m_65_170,1.30694
SI072_120m,SaanichInlet_120m_65_171,3.47471
SI072_120m,SaanichInlet_120m_65_172,1.91113
SI072_120m,SaanichInlet_120m_65_173,3.71156
SI072_120m,SaanichInlet_120m_65_174,0.848766
SI072_120m,SaanichInlet_120m_65_175,1.09245
SI072_120m,SaanichInlet_120m_65_176,1.45513
SI072_120m,SaanichInlet_120m_65_177,7.77068
SI072_120m,SaanichInlet_120m_65_178,20.4699
SI072_120m,SaanichInlet_120m_65_179,5.93502
SI072_120m,SaanichInlet_120m_65_18,2.28024
SI072_120m,SaanichInlet_120m_65_180,1.37181
SI072_120m,SaanichInlet_120m_65_181,180.788
SI072_120m,SaanichInlet_120m_65_182,1.80458
SI072_120m,SaanichInlet_120m_65_183,84.9269
SI072_120m,SaanichInlet_120m_65_184,1.60519
SI072_120m,SaanichInlet_120m_65_185,2.37242
SI072_120m,SaanichInlet_120m_65_186,4.88727
SI072_120m,SaanichInlet_120m_65_187,1.99754
SI072_120m,SaanichInlet_120m_65_188,23.586
SI072_120m,SaanichInlet_120m_65_189,66.9839
SI072_120m,SaanichInlet_120m_65_19,13.7202
SI072_120m,SaanichInlet_120m_65_190,1.62536
SI072_120m,SaanichInlet_120m_65_191,3.19133
SI072_120m,SaanichInlet_120m_65_192,0.773356
SI072_120m,SaanichInlet_120m_65_193,4.03307
SI072_120m,SaanichInlet_120m_65_194,0.554906
SI072_120m,SaanichInlet_120m_65_195,11.5159
SI072_120m,SaanichInlet_120m_65_196,30.7795
SI072_120m,SaanichInlet_120m_65_197,1.79645
SI072_120m,SaanichInlet_120m_65_198,85.6819
SI072_120m,SaanichInlet_120m_65_199,5.74983
SI072_120m,SaanichInlet_120m_65_2,4.01717
SI072_120m,SaanichInlet_120m_65_20,6.98025
SI072_120m,SaanichInlet_120m_65_200,1.71851
SI072_120m,SaanichInlet_120m_65_201,5.85857
SI072_120m,SaanichInlet_120m_65_202,1.75186
SI072_120m,SaanichInlet_120m_65_203,4.33363
SI072_120m,SaanichInlet_120m_65_204,1.75697
SI072_120m,SaanichInlet_120m_65_205,3.15876
SI072_120m,SaanichInlet_120m_65_206,4.67123
SI072_120m,SaanichInlet_120m_65_207,33.672
SI072_120m,SaanichInlet_120m_65_208,5.07746
SI072_120m,SaanichInlet_120m_65_209,0.920072
SI072_120m,SaanichInlet_120m_65_21,8.21283
SI072_120m,SaanichInlet_120m_65_210,12.8459
SI072_120m,SaanichInlet_120m_65_211,2.0663
SI072_120m,SaanichInlet_120m_65_212,34.9099
SI072_120m,SaanichInlet_120m_65_213,14.4718
SI072_120m,SaanichInlet_120m_65_214,33.6286
SI072_120m,SaanichInlet_120m_65_215,1.96329
SI072_120m,SaanichInlet_120m_65_216,3.70077
SI072_120m,SaanichInlet_120m_65_217,9.88743
SI072_120m,SaanichInlet_120m_65_218,1.04756
SI072_120m,SaanichInlet_120m_65_219,1.21549
SI072_120m,SaanichInlet_120m_65_22,3.15854
SI072_120m,SaanichInlet_120m_65_220,1.23028
SI072_120m,SaanichInlet_120m_65_221,5.20216
SI072_120m,SaanichInlet_120m_65_222,3.4643
SI072_120m,SaanichInlet_120m_65_223,1.65794
SI072_120m,SaanichInlet_120m_65_224,1.52423
SI072_120m,SaanichInlet_120m_65_225,6.5066
SI072_120m,SaanichInlet_120m_65_226,8.98197
SI072_120m,SaanichInlet_120m_65_227,5.19465
SI072_120m,SaanichInlet_120m_65_228,1.36424
SI072_120m,SaanichInlet_120m_65_229,4.50828
SI072_120m,SaanichInlet_120m_65_23,0.764846
SI072_120m,SaanichInlet_120m_65_230,2.1148
SI072_120m,SaanichInlet_120m_65_231,0.883301
SI072_120m,SaanichInlet_120m_65_232,6.35773
SI072_120m,SaanichInlet_120m_65_233,2.15685
SI072_120m,SaanichInlet_120m_65_234,2.43324
SI072_120m,SaanichInlet_120m_65_235,8.80127
SI072_120m,SaanichInlet_120m_65_236,4.23427
SI072_120m,SaanichInlet_120m_65_237,0.80331
SI072_120m,SaanichInlet_120m_65_238,1.08707
SI072_120m,SaanichInlet_120m_65_239,14.7493
SI072_120m,SaanichInlet_120m_65_24,3.59236
SI072_120m,SaanichInlet_120m_65_240,20.4852
SI072_120m,SaanichInlet_120m_65_241,4.84982
SI072_120m,SaanichInlet_120m_65_242,39.5548
SI072_120m,SaanichInlet_120m_65_243,3.41581
SI072_120m,SaanichInlet_120m_65_244,6.20819
SI072_120m,SaanichInlet_120m_65_245,0.768703
SI072_120m,SaanichInlet_120m_65_246,1.08691
SI072_120m,SaanichInlet_120m_65_247,18.0743
SI072_120m,SaanichInlet_120m_65_248,1.39193
SI072_120m,SaanichInlet_120m_65_249,0.897291
